club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Orlando City SC,Lindley,Cam,M,80000.04,88906.29,2018,Eastern
Sporting Kansas City,Lindsey,Jaylin,D,54504.0,67504.0,2018,Western
LA Galaxy,Lletget,Sebastian,M,240000.0,252666.67,2018,Western
Sporting Kansas City,Lobato,Cristian,M,240000.0,240000.0,2018,Western
Seattle Sounders FC,Lodeiro,Nicolas,M,1800000.0,2302500.0,2018,Western
New York Red Bulls,Long,Aaron,D,73125.0,73125.0,2018,Eastern
Los Angeles FC,Lopez,Luis,G,70000.08,147500.08,2018,Western
Real Salt Lake,Lopez-Espin,Ricky,F,67500.0,76250.0,2018,Western
New York Red Bulls,Louro,Evan,G,55654.2,55654.2,2018,Eastern
Montreal Impact,Lovitz,Daniel,M,86625.0,86625.0,2018,Eastern
Columbus Crew,Lundgaard,Ben,G,54500.04,54500.04,2018,Eastern
Houston Dynamo,Lundkvist,Adam,D,405000.0,433750.0,2018,Western
Los Angeles FC,Lyon,Charlie,G,67500.0,67500.0,2018,Western
Portland Timbers,Mabiala,Larrys,D,750000.0,793333.33,2018,Western
Houston Dynamo,Machado,Adolfo,D,220008.0,236508.0,2018,Western
New England Revolution,Machado,Cristhian,M,132000.0,150512.5,2018,Eastern
Colorado Rapids,MacMath,Zac,G,170000.0,170000.0,2018,Western
,Malki,George,D,68254.2,68254.2,2018,
Los Angeles FC,Mallace,Calum,M,80000.04,80000.04,2018,Western
Columbus Crew,Maloney,Connor,D,55654.2,55654.2,2018,Eastern
New England Revolution,Mancienne,Michael,D,1284768.0,1370268.0,2018,Eastern
Montreal Impact,Mancosu,Matteo,F,700000.08,719541.75,2018,Eastern
Minnesota United,Manley,Carter,D,54500.04,54500.04,2018,Western
Houston Dynamo,Manotas,Mauro,F,264328.08,264328.08,2018,Western
San Jose Earthquakes,Marcinkowski,JT,G,120000.0,132000.0,2018,Western
San Jose Earthquakes,Marie,Paul,D,54500.04,54500.04,2018,Western
Vancouver Whitecaps,Marinovic,Stefan,G,150000.0,162562.5,2018,Western
Philadelphia Union,Marquez,Richie,D,145000.0,151430.0,2018,Eastern
Seattle Sounders FC,Marshall,Chad,D,300000.0,341250.0,2018,Western
Minnesota United,Martin,Collin,M,95004.0,95004.0,2018,Western
Atlanta United,Martinez,Josef,F,1270008.0,1387318.0,2018,Eastern
Colorado Rapids,Martinez,Enzo,M,67500.0,67500.0,2018,Western
Columbus Crew,Martinez,Cristian,M,68915.07,73415.07,2018,Eastern
Houston Dynamo,Martinez,Tomas,M,305004.0,487929.0,2018,Western
Vancouver Whitecaps,Martins,Felipe,M,425000.04,425000.04,2018,Western
New York City FC,Matarrita,Ronald,D,275000.04,395000.04,2018,Eastern
DC United,Mattocks,Darren,F,400000.0,416666.67,2018,Eastern
Vancouver Whitecaps,Maund,Aaron,D,180000.0,189437.5,2018,Western
FC Dallas,Maurer,Jimmy,G,120000.0,122500.0,2018,Western
Toronto FC,Mavinga,Chris,D,500000.04,563333.37,2018,Eastern
Philadelphia Union,Mbaizo,Olivier,D,67500.0,67500.0,2018,Eastern
Colorado Rapids,McBean,Jack,F,68906.25,68906.25,2018,Western
Atlanta United,McCann,Chris,M,560000.0,588000.0,2018,Eastern
Philadelphia Union,McCarthy,John,G,95000.0,104250.0,2018,Eastern
Chicago Fire,McCarty,Dax,M,700000.08,712500.08,2018,Eastern
Seattle Sounders FC,McCrary,Jordan,D,67500.0,67500.0,2018,Western
Philadelphia Union,McGuire,Jake,G,55654.2,55654.2,2018,Eastern
Portland Timbers,McIntosh,Kendall,G,55650.0,55650.0,2018,Western
Philadelphia Union,McKenzie,Mark,D,54500.04,64500.04,2018,Eastern
Chicago Fire,McLain,Patrick,G,67500.0,67500.0,2018,Eastern
New York City FC,McNamara,Thomas,M,199999.92,199999.92,2018,Eastern
New York Red Bulls,Meara,Ryan,G,120000.0,125000.0,2018,Eastern
New York City FC,Medina,Jesus,M,650000.04,770833.37,2018,Eastern
Sporting Kansas City,Medranda,Jimmy,D,140004.0,140004.0,2018,Western
Philadelphia Union,Medunjanin,Haris,M,500004.0,545004.0,2018,Eastern
Montreal Impact,Meilleur-Giguere,Thomas,D,54500.0,57625.0,2018,Eastern
Portland Timbers,Melano,Lucas,F,840000.0,840000.0,2018,Western
Sporting Kansas City,Melia,Tim,G,300000.0,316666.67,2018,Western
Vancouver Whitecaps,Melvin,Sean,G,54500.04,54500.04,2018,Western
Columbus Crew,Mensah,Jonathan,D,774996.0,868996.0,2018,Eastern
Columbus Crew,Meram,Justin,M,550008.0,578758.0,2018,Eastern
Seattle Sounders FC,Meredith,Bryan,G,67500.0,67500.0,2018,Western
Vancouver Whitecaps,Mezquida,Nicolas,F,130000.08,130000.08,2018,Western
Chicago Fire,Mihailovic,Djordje,M,96000.04,96000.04,2018,Eastern
Los Angeles FC,Miller,Tyler,G,68915.07,68915.07,2018,Western
Minnesota United,Miller,Eric,D,84997.97,105997.97,2018,Western
Portland Timbers,Miller,Roy,D,150000.0,150000.0,2018,Western
New York Red Bulls,Mines,Ben,M,54504.0,60518.0,2018,Eastern
DC United,Miranda,Bruno,F,67500.0,71976.09,2018,Eastern
New England Revolution,Mlinar Delamea,Antonio,D,400008.0,400008.0,2018,Eastern
Minnesota United,Molino,Kevin,M,425004.0,477504.0,2018,Western
Toronto FC,Moor,Drew,D,350004.0,350004.0,2018,Eastern
DC United,Mora,Joseph,D,90000.0,104250.0,2018,Eastern
New York City FC,Moralez,Maxi,M,2000000.04,2000000.04,2018,Eastern
DC United,Moreno,Junior,M,120000.0,139500.0,2018,Eastern
Toronto FC,Morgan,Ashtone,D,120000.0,121500.0,2018,Eastern
Seattle Sounders FC,Morris,Jordan,F,222000.0,234500.0,2018,Western
Toronto FC,Morrow,Justin,D,300000.0,300000.0,2018,Eastern
FC Dallas,Mosquera,Santiago,M,450000.0,541400.0,2018,Western
Los Angeles FC,Moutinho,Joao,D,129999.96,169999.96,2018,Western
Chicago Fire,Movsisyan,Yura,F,1850000.0,2073750.0,2018,Eastern
Orlando City SC,Mueller,Chris,F,84999.96,98749.96,2018,Eastern
Real Salt Lake,Mulholland,Luke,M,173250.0,173250.0,2018,Western
Columbus Crew,Mullins,Patrick,F,249996.0,249996.0,2018,Eastern
New York Red Bulls,Murillo,Michael,D,80004.0,88754.0,2018,Eastern
Los Angeles FC,Murphy,James,M,67500.0,87500.0,2018,Western
San Jose Earthquakes,Musovski,Danny,F,54500.04,54500.04,2018,Western
Vancouver Whitecaps,Mutch,Jordon,M,156000.0,284166.67,2018,Western
New York Red Bulls,Muyl,Alex,F,110000.0,114000.0,2018,Eastern
,Myers,Chance,D,175008.0,175008.0,2018,
Atlanta United,Nagbe,Darlington,F,605000.0,620000.0,2018,Eastern
Philadelphia Union,Najem,Adam,M,71500.04,71500.04,2018,Eastern
Seattle Sounders FC,Neagle,Lamar,F,96000.0,99000.0,2018,Western
Houston Dynamo,Nelson,Michael,G,54500.04,54500.04,2018,Western
Sporting Kansas City,Nemeth,Krisztian,F,900000.0,1007666.67,2018,Western
Vancouver Whitecaps,Nerwinski,Jakob,D,67500.0,71625.0,2018,Western
Los Angeles FC,Nguyen,Lee,M,500000.0,500000.0,2018,Western
Colorado Rapids,Nicholson,Sam,M,265008.0,311456.0,2018,Western
Chicago Fire,Nikolic,Nemanja,F,1700000.04,1906333.37,2018,Eastern
Vancouver Whitecaps,Norman,David,M,54500.04,55500.04,2018,Western
Real Salt Lake,Obayan,Sunday,M,275000.0,288000.0,2018,Western
San Jose Earthquakes,Ockford,Jimmy,D,67500.0,67500.0,2018,Western
DC United,Odoi-Atsem,Chris,D,54500.04,59500.04,2018,Eastern
San Jose Earthquakes,Oduro,Dom,F,330000.0,330000.0,2018,Western
New York City FC,Ofori,Ebenezer,M,324999.96,381249.96,2018,Eastern
Atlanta United,Okonkwo,Patrick,F,54504.0,65504.0,2018,Eastern
Portland Timbers,Olum,Lawrence,M,185004.0,200004.0,2018,Western
Minnesota United,Omsberg,Wyatt,D,54500.04,54500.04,2018,Western
Orlando City SC,O'Neill,Shane,D,64999.92,79499.92,2018,Eastern
Real Salt Lake,Onuoha,Nedum,D,150000.0,219000.0,2018,Western
Sporting Kansas City,Opara,Ike,D,324999.96,342916.63,2018,Western
DC United,Opare,Kofi,D,118125.0,133125.0,2018,Eastern
Columbus Crew,Opoku,Edward,F,75000.0,96000.0,2018,Eastern
Toronto FC,Osorio,Jonathan,M,201350.63,209825.25,2018,Eastern
DC United,Ousted,David,G,350000.04,369166.71,2018,Eastern
Minnesota United,Owundi Eko'o,Bertrand,D,67500.0,67500.0,2018,Western
Minnesota United,Paixao Da Silva,"Fernando ""Bob""",M,152496.0,152496.0,2018,Western
Minnesota United,Pangop,Frantz,M,67500.0,67500.0,2018,Western
Montreal Impact,Pantemis,James,G,54500.04,55000.04,2018,Eastern
Portland Timbers,Paredes,Cristhian,M,252000.0,283500.0,2018,Western
New York Red Bulls,Parker,Tim,D,97185.0,115935.0,2018,Eastern
Atlanta United,Parkhurst,Michael,D,340008.0,340008.0,2018,Eastern
San Jose Earthquakes,Partida,Kevin,M,54500.04,54500.04,2018,Western
Toronto FC,Patterson-Sewell,Caleb,G,67500.0,67500.0,2018,Eastern
Real Salt Lake,Peay,Taylor,D,67500.0,67500.0,2018,Western
LA Galaxy,Pedro,Joao,M,219996.0,240996.0,2018,Western
FC Dallas,Pedroso,Marcos,D,330000.0,330000.0,2018,Western
Houston Dynamo,Pena,Ronaldo,F,225000.0,225000.0,2018,Western
New England Revolution,Penilla,Cristian,F,500000.04,550000.04,2018,Eastern
Colorado Rapids,Perez,Ricardo,M,60000.0,61250.0,2018,Western
Los Angeles FC,Perez,Josh,F,54499.92,54499.92,2018,Western
,Peterson,Jacob,F,173568.0,180818.0,2018,
Montreal Impact,Petrasso,Michael,M,155003.64,168128.64,2018,Eastern
Real Salt Lake,Phillips,Demar,D,120000.0,126250.0,2018,Western
Montreal Impact,Piatti,Ignacio,M,500000.04,4713333.37,2018,Eastern
Philadelphia Union,Picault,Fafa,F,135000.0,148666.67,2018,Eastern
Montreal Impact,Piette,Samuel,M,120000.0,129234.37,2018,Eastern
Orlando City SC,Pinho,Stefano,F,150000.0,183333.33,2018,Eastern
Atlanta United,Pirez,Leandro,D,650004.0,685004.0,2018,Eastern
Real Salt Lake,Plata,Joao,F,525000.0,683333.33,2018,Western
New York Red Bulls,Politz,Kevin,D,54500.04,57105.51,2018,Eastern
Portland Timbers,Polo,Andy,F,150000.0,150000.0,2018,Western
Chicago Fire,Polster,Matt,M,109890.0,124890.0,2018,Eastern
FC Dallas,Pomykal,Paxton,M,85000.0,90000.0,2018,Western
LA Galaxy,Pontius,Chris,F,174999.96,174999.96,2018,Western
Portland Timbers,Powell,Alvas,D,225000.0,241625.0,2018,Western
Orlando City SC,Powers,Dillon,M,180000.0,180000.0,2018,Eastern
Colorado Rapids,Price,Jack,M,399999.96,407499.96,2018,Western
Philadelphia Union,Przybylko,Kacper,F,67500.0,67500.0,2018,Eastern
Real Salt Lake,Putna,Andrew,G,67500.0,67500.0,2018,Western
San Jose Earthquakes,Qazaishvili,"Valeri ""Vako""",M,1325004.0,1454042.36,2018,Western
San Jose Earthquakes,Quintana,Yeferson,D,300000.0,341250.0,2018,Western
Minnesota United,Quintero,Darwin,F,1650000.0,1650000.0,2018,Western
Houston Dynamo,Quioto,Romell,F,240000.0,252500.0,2018,Western
San Jose Earthquakes,Qwiberg,Joel,D,129999.96,167999.96,2018,Western
Montreal Impact,Raitala,Jukka,D,205004.0,241670.67,2018,Eastern
Los Angeles FC,Ramirez,Christian,F,575000.04,641250.04,2018,Western
New York City FC,Rawls,Andre,G,68915.07,68915.07,2018,Eastern
Philadelphia Union,Real,Matthew,D,54500.04,54500.04,2018,Eastern
FC Dallas,Reaves,Kris,D,67500.0,67500.0,2018,Western
New York Red Bulls,Redding,Tommy,D,125000.0,147500.0,2018,Eastern
FC Dallas,Reid,Adonijah,F,75000.0,99375.0,2018,Western
Atlanta United,Remedi,Eric,M,300000.0,300000.0,2018,Eastern
Houston Dynamo,Remick,Dylan,D,105000.0,106666.67,2018,Western
Vancouver Whitecaps,Reyna,Yordy,F,440000.04,533700.04,2018,Western
FC Dallas,Reynolds,Bryan,F,54500.0,56500.0,2018,Western
FC Dallas,Richards,Chris,D,90000.0,123750.0,2018,Western
Vancouver Whitecaps,Richey,Spencer,G,68254.2,68254.2,2018,Western
Toronto FC,Ricketts,Tosaint,F,190008.0,203174.67,2018,Eastern
Portland Timbers,Ridgewell,Liam,D,700000.0,700000.0,2018,Western
Real Salt Lake,Rimando,Nick,G,399999.96,422499.96,2018,Western
New York City FC,Ring,Alexander,M,550000.0,591666.67,2018,Eastern
New York Red Bulls,Rivas,Carlos,M,444996.0,444996.0,2018,Eastern
FC Dallas,Roberts,Thomas,M,60000.0,88750.0,2018,Western
Los Angeles FC,Roberts,Quillan,G,67500.0,67500.0,2018,Western
Atlanta United,Robinson,Miles,D,135000.0,205000.0,2018,Eastern
DC United,Robinson,Jalen,D,75000.0,75000.0,2018,Eastern
New York Red Bulls,Robles,Luis,G,460000.08,460000.08,2018,Eastern
Orlando City SC,Rocha,Tony,M,68901.84,68901.84,2018,Eastern
Houston Dynamo,Rodriguez,Memo,M,55654.2,55654.2,2018,Western
Minnesota United,Rodriguez,Angelo,F,575000.04,657187.54,2018,Western
Seattle Sounders FC,Rodriguez,Victor,M,999999.96,1087499.96,2018,Western
Seattle Sounders FC,Roldan,Cristian,M,154000.0,191000.0,2018,Western
Seattle Sounders FC,Roldan,Alex,M,54500.04,54500.04,2018,Western
New York Red Bulls,Romero,Alejandro 'Kaku',M,709090.8,709090.8,2018,Eastern
LA Galaxy,Romney,Dave,D,74418.75,74418.75,2018,Western
DC United,Rooney,Wayne,F,2769230.88,2776730.88,2018,Eastern
Orlando City SC,Rosell,Oriol,M,412500.0,412500.0,2018,Eastern
Philadelphia Union,Rosenberry,Keegan,D,114950.0,120762.5,2018,Eastern
Los Angeles FC,Rossi,Diego,F,1000000.08,1052000.08,2018,Western
New England Revolution,Rowe,Kelyn,M,193000.0,258000.0,2018,Eastern
Vancouver Whitecaps,Rowe,Brian,G,135000.0,135000.0,2018,Western
New York Red Bulls,Royer,Daniel,M,600000.0,668750.0,2018,Eastern
Sporting Kansas City,Rubio Kostner,Diego,F,250000.0,266875.0,2018,Western
Seattle Sounders FC,Ruidiaz,Raul,F,2000004.0,2000004.0,2018,Western
Real Salt Lake,Ruiz,Pablo,M,180000.0,201000.0,2018,Western
Real Salt Lake,Rusnak,Albert,M,850008.0,925820.5,2018,Western
Sporting Kansas City,Russell,Johnny,M,1331578.92,1331578.92,2018,Western
New York Red Bulls,Rzatkowski,Marc,M,885000.0,976166.66,2018,Eastern
Montreal Impact,Sagna,Bacary,D,480000.0,525000.0,2018,Eastern
Los Angeles FC,Saint-Duc,Steeve,F,54500.04,54500.04,2018,Western
Montreal Impact,Salazar,Michael,F,67500.0,67500.0,2018,Eastern
San Jose Earthquakes,Salinas,Shea,M,200000.0,200000.0,2018,Western
Sporting Kansas City,Salloi,Daniel,F,67500.0,81625.0,2018,Western
New England Revolution,Samayoa,Nicolas,D,54500.04,54500.04,2018,Eastern
Chicago Fire,Sanchez,Richard,G,130000.08,132500.08,2018,Eastern
Sporting Kansas City,Sanchez,Ilie,M,325008.0,330008.0,2018,Western
New York City FC,Sands,James,M,54500.04,75333.37,2018,Eastern
Orlando City SC,Sane,Lamine,D,807500.04,855000.04,2018,Eastern
Columbus Crew,Santos,Pedro,M,747600.0,794600.0,2018,Eastern
Philadelphia Union,Sapong,CJ,F,525000.0,525000.0,2018,Eastern
Real Salt Lake,Saucedo,Sebastian,M,100000.0,110500.0,2018,Western
Columbus Crew,Sauro,Gaston,D,67500.0,67500.0,2018,Eastern
Real Salt Lake,Savarino,Jefferson,F,375000.0,398687.65,2018,Western
New York City FC,Scally,Joe,D,54500.04,76316.71,2018,Eastern
Orlando City SC,Schuler,Chris,D,75000.0,81250.0,2018,Eastern
Minnesota United,Schuller,Rasmus,M,200004.0,225004.0,2018,Western
Chicago Fire,Schweinsteiger,Bastian,M,6100000.08,6100000.08,2018,Eastern
New England Revolution,Segbers,Mark,M,54500.04,57760.82,2018,Eastern
DC United,Segura,Ulises,F,136999.92,136999.92,2018,Eastern
Houston Dynamo,Seitz,Chris,G,155004.0,155004.0,2018,Western
Houston Dynamo,Senderos,Philippe,D,225000.0,242500.0,2018,Western
Colorado Rapids,Serna,Dillon,M,95000.04,95000.04,2018,Western
FC Dallas,Servania,Brandon,M,135000.0,186000.0,2018,Western
Atlanta United,Shannon,Oliver,M,54500.04,54500.04,2018,Eastern
Vancouver Whitecaps,Shea,Brek,M,700000.0,745000.0,2018,Western
Sporting Kansas City,Shelton,Khiry,F,102245.0,119745.0,2018,Western
Seattle Sounders FC,Shipp,Harry,M,174999.96,174999.96,2018,Western
Montreal Impact,Shome,Shamit,M,100000.08,128500.08,2018,Eastern
Minnesota United,Shuttleworth,Bobby,G,165000.0,181875.0,2018,Western
Los Angeles FC,Silva,Danilo,D,69999.96,69999.96,2018,Western
Montreal Impact,Silva,Alejandro,M,800040.0,800040.0,2018,Eastern
Real Salt Lake,Silva,Marcelo,D,675000.0,726625.0,2018,Western
Real Salt Lake,Silva,Luis,F,225000.0,233666.67,2018,Western
Philadelphia Union,Simpson,Jay,F,580008.0,623341.33,2018,Eastern
Sporting Kansas City,Sinovic,Seth,D,150000.0,157666.67,2018,Western
Colorado Rapids,Sjoberg,Axel,D,189996.0,194996.0,2018,Western
LA Galaxy,Skjelvik,Jorgen,D,900000.0,1000000.0,2018,Western
Colorado Rapids,Smith,Tommy,D,600000.0,639999.96,2018,Western
Seattle Sounders FC,Smith,Brad,D,529092.0,564364.67,2018,Western
Sporting Kansas City,Smith,Graham,D,54500.04,54500.04,2018,Western
Chicago Fire,Solignac,Luis,F,300000.0,353312.5,2018,Eastern
New England Revolution,Somi,Gabriel,D,390999.96,424999.96,2018,Eastern
Columbus Crew,Sosa,Eduardo,M,99999.96,120199.96,2018,Eastern
Real Salt Lake,Sparrow,Connor,G,54504.0,54504.0,2018,Western
Orlando City SC,Spector,Jonathan,D,575004.0,636941.5,2018,Eastern
Orlando City SC,Stajduhar,Mason,G,67500.0,67500.0,2018,Eastern
Houston Dynamo,Steeves,Mac,G,54500.04,54500.04,2018,Western
Columbus Crew,Steffen,Zack,G,145000.0,145000.0,2018,Eastern
LA Galaxy,Steres,Daniel,D,125004.0,132066.6,2018,Western
DC United,Stieber,Zoltan,M,999999.96,999999.96,2018,Eastern
Sporting Kansas City,Storm,Colton,D,55654.2,55654.2,2018,Western
New York City FC,Stuver,Brad,G,84999.96,84999.96,2018,Eastern
Orlando City SC,Sutter,Scott,D,225000.0,225000.0,2018,Eastern
Seattle Sounders FC,Svensson,Gustav,M,350000.04,367500.04,2018,Western
New York City FC,Sweat,Ben,D,67500.0,67500.0,2018,Eastern
LA Galaxy,Sylvestre,Brian,G,67500.0,67500.0,2018,Western
Montreal Impact,Taider,Saphir,M,800000.04,800000.04,2018,Eastern
New York City FC,Tajouri,Ismael,F,320000.04,350500.04,2018,Eastern
San Jose Earthquakes,Tarbell,Andrew,G,88000.0,102000.0,2018,Western
Orlando City SC,Tarek,Amro,D,80000.04,88333.37,2018,Eastern
,Tchani,Tony,M,320000.0,353333.33,2018,
Vancouver Whitecaps,Techera,Cristian,M,387000.0,412000.0,2018,Western
Vancouver Whitecaps,Teibert,Russell,M,140000.04,160000.04,2018,Western
Toronto FC,Telfer,Ryan,F,54500.04,54500.04,2018,Eastern
San Jose Earthquakes,Thiaw,Mohamed,F,54500.04,54500.04,2018,Western
Minnesota United,Thiesson,Jerome,D,180000.0,219166.67,2018,Western
San Jose Earthquakes,Thompson,Tommy,M,165000.0,170000.0,2018,Western
New England Revolution,Tierney,Chris,M,157500.0,165833.33,2018,Eastern
New York City FC,Tinnerholm,Anton,D,350000.04,434925.04,2018,Eastern
Orlando City SC,Toia,Donny,D,125004.0,125004.0,2018,Eastern
Seattle Sounders FC,Tolo,Nouhou,D,54500.0,54500.0,2018,Western
Seattle Sounders FC,Torres,Roman,D,575000.04,645000.04,2018,Western
Minnesota United,Toye,Mason,F,124999.92,177999.92,2018,Western
Columbus Crew,Trapp,Wil,M,500004.0,550004.0,2018,Eastern
Philadelphia Union,Trusty,Auston,D,80000.0,109100.0,2018,Eastern
Portland Timbers,Tuiloma,Bill,M,67500.0,75000.0,2018,Western
New England Revolution,Turner,Matt,G,67500.0,67500.0,2018,Eastern
FC Dallas,Twumasi,Ema,F,135000.0,180900.0,2018,Western
FC Dallas,Ulloa,Victor,M,180000.0,182500.0,2018,Western
Los Angeles FC,Urena,Marco,F,279996.0,294412.67,2018,Western
FC Dallas,Urruti,Maximiliano,F,700000.08,781000.08,2018,Western
Portland Timbers,Valentin,Zarek,D,130000.0,130000.0,2018,Western
Columbus Crew,Valenzuela,Milton,D,282000.0,313300.0,2018,Eastern
Portland Timbers,Valeri,Diego,M,2320000.0,2380000.0,2018,Western
New York Red Bulls,Valot,Florian,M,67500.0,71136.45,2018,Eastern
Toronto FC,Van Der Wiel,Gregory,D,800000.04,835000.04,2018,Eastern
Montreal Impact,Vargas,Jeisson,M,200000.04,200000.04,2018,Eastern
Atlanta United,Vazquez,Brandon,F,125004.0,145004.0,2018,Eastern
Toronto FC,Vazquez,Victor,M,1365000.0,1500000.0,2018,Eastern
Los Angeles FC,Vela,Carlos,F,4500000.0,6292500.0,2018,Western
Minnesota United,Venegas,Johan,M,225000.0,237500.0,2018,Western
New York City FC,Villa,David,F,5610000.0,5610000.0,2018,Eastern
Portland Timbers,Villafana,Jorge,D,600000.0,617500.0,2018,Western
Atlanta United,Villalba,Hector,F,663000.0,770750.0,2018,Eastern
Orlando City SC,Villarreal,Jose,F,84999.96,84999.96,2018,Eastern
Chicago Fire,Vincent,Brandon,D,122375.0,144250.0,2018,Eastern
Colorado Rapids,Vines,Sam,D,60000.0,61250.0,2018,Western
LA Galaxy,Vom Steeg,Justin,G,54500.04,54500.04,2018,Western
New York City FC,Wallace,Rodney,M,300000.08,300000.08,2018,Eastern
Minnesota United,Warner,Collen,M,251004.0,251004.0,2018,Western
Vancouver Whitecaps,Waston,Kendall,D,574999.92,604166.52,2018,Western
Houston Dynamo,Watts,Jared,M,92500.0,92500.0,2018,Western
San Jose Earthquakes,Wehan,Chris,M,54492.0,57992.0,2018,Western
Houston Dynamo,Wenger,Andrew,M,230000.0,230000.0,2018,Western
Atlanta United,Wheeler-Omiunu,Andrew,M,55654.2,55654.2,2018,Eastern
New York Red Bulls,White,Brian,F,54500.04,54500.04,2018,Eastern
Atlanta United,Wild,Gordon,F,90000.0,120000.0,2018,Eastern
Atlanta United,Williams,Romario,F,71500.0,71500.0,2018,Eastern
Columbus Crew,Williams,Joshua,D,200000.04,200000.04,2018,Eastern
LA Galaxy,Williams,Sheanon,D,67500.0,72500.0,2018,Western
Portland Timbers,Williamson,Eryk,M,110000.04,126500.04,2018,Western
Houston Dynamo,Willis,Joe,G,124999.92,132749.92,2018,Western
Colorado Rapids,Wilson,Daniel,D,500000.04,540000.0,2018,Western
Seattle Sounders FC,Wingo,Henry,M,55650.0,55650.0,2018,Western
San Jose Earthquakes,Wondolowski,Chris,F,800000.0,800000.0,2018,Western
DC United,Worra,Travis,G,68906.25,68906.25,2018,Eastern
New England Revolution,Wright,Brian,F,67500.0,67500.0,2018,Eastern
New York Red Bulls,Wright-Phillips,Bradley,F,1500000.0,1635000.0,2018,Eastern
Colorado Rapids,Wynne,Deklan,D,67500.0,67500.0,2018,Western
Philadelphia Union,Yaro,Joshua,D,140000.0,224000.0,2018,Eastern
Orlando City SC,Yotun,Yoshimar,M,549996.0,599996.0,2018,Eastern
San Jose Earthquakes,Yueill,Jackson,M,135000.0,196000.0,2018,Western
New England Revolution,Zahibo,Wilfried,M,474000.0,544000.0,2018,Eastern
Columbus Crew,Zardes,Gyasi,F,630000.0,630000.0,2018,Eastern
Toronto FC,Zavaleta,Eriq,D,225000.0,263558.45,2018,Eastern
Sporting Kansas City,Zendejas,Adrian,G,55650.0,55650.0,2018,Western
FC Dallas,Ziegler,Reto,D,750000.0,800000.0,2018,Western
Los Angeles FC,Zimmerman,Walker,D,235000.0,235000.0,2018,Western
Atlanta United,Zizzo,Sal,D,129999.96,129999.96,2018,Eastern
FC Dallas,Zobeck,Kyle,G,67500.0,67500.0,2018,Western
Sporting Kansas City,Zusi,Graham,D,750000.0,782102.27,2018,Western
LA Galaxy,Adzemian,Vardan,D,12900.0,12900.0,2008,Western
LA Galaxy,Alamo,Charles,G,12900.0,12900.0,2008,Western
New England Revolution,Albright,Chris,D,160000.0,160000.0,2008,Eastern
Houston Dynamo,Alcaraz,Johnny,M,12900.0,12900.0,2008,Western
LA Galaxy,Allen,Ely,F,12900.0,12900.0,2008,Western
San Jose Earthquakes,Alvarez,Arturo,M,166250.0,175587.5,2008,Western
Pool,Angel,Juan Pablo,F,1500000.0,1593750.0,2008,
Pool,Angulo,Jose,F,12900.0,12900.0,2008,
San Jose Earthquakes,Arce,Miguel,F,12900.0,12900.0,2008,Western
Pool,Arnaud,Davy,M,105000.0,106875.0,2008,
Houston Dynamo,Ashe,Corey,M,33000.0,33000.0,2008,Western
Pool,Attakora-Gyan,Nana,D,12900.0,12900.0,2008,
FC Dallas,Avila,Eric,M,45000.0,78000.0,2008,Western
San Jose Earthquakes,Ayres,Jay,D,17700.0,17700.0,2008,Western
New England Revolution,Badilla,Gabriel,D,138000.0,138000.0,2008,Eastern
Colorado Rapids,Ballouchy,Mehdi,M,75000.0,93000.0,2008,Western
Chicago Fire,Banner,Michael,D,12900.0,12900.0,2008,Eastern
LA Galaxy,Barlow,Jeremy,D,12900.0,12900.0,2008,Western
Pool,Barrett,Chad,F,53773.13,61273.13,2008,
Houston Dynamo,Barrett,Wade,D,148838.0,148838.0,2008,Western
Real Salt Lake,Beckerman,Kyle,M,143000.0,145500.0,2008,Western
LA Galaxy,Beckham,David,M,5500000.08,6500000.04,2008,Western
Real Salt Lake,Beltran,Anthony,D,55000.0,90500.0,2008,Western
Real Salt Lake,Besagno,Nikolas,D,100000.0,136500.0,2008,Western
Chicago Fire,Blanco,Cuauhtemoc,M,2492316.0,2666778.0,2008,Eastern
LA Galaxy,Bolkan,Scott,M,12900.0,12900.0,2008,Western
Real Salt Lake,Borchers,Nat,D,120000.0,127500.0,2008,Western
Pool,Borman,Danleigh,M,17700.0,17700.0,2008,
Chivas USA,Bornstein,Jonathan,D,77500.0,77500.0,2008,Western
Pool,Boss,Terry,G,33000.0,35500.0,2008,
Houston Dynamo,Boswell,Robert,D,33000.0,33000.0,2008,Western
LA Galaxy,Bowen,Tristan,F,45000.0,76363.63,2008,Western
Pool,Boyens,Andrew,D,41250.0,43750.0,2008,
Chivas USA,Braun,Justin,F,12900.0,12900.0,2008,Western
Pool,Brennan,Jim,D,175000.0,183250.0,2008,
New England Revolution,Brill,Sam,D,12900.0,12900.0,2008,Eastern
Chicago Fire,Brown,C.J.,D,111711.0,111711.0,2008,Eastern
Houston Dynamo,Brown,Kyle,F,33000.0,33000.0,2008,Western
LA Galaxy,Buddle,Edson,F,147000.0,157000.0,2008,Western
DC United,Burch,Marc,D,33000.0,33000.0,2008,Eastern
Colorado Rapids,Burciaga,Jose,D,80000.0,82500.0,2008,Western
Chivas USA,Burling,Bobby,D,17700.0,17700.0,2008,Western
Columbus Crew,Burns,Kevin,M,12900.0,12900.0,2008,Eastern
Colorado Rapids,Burpo,Preston,G,55116.18,55116.18,2008,Western
FC Dallas,Burse,Ray,G,33000.0,33000.0,2008,Western
