club,last_name,first_name,position,base_salary,guaranteed_compensation,year,conference
Colorado Rapids,Ababio,Eddie,D,32604.0,32604.0,2011,Western
Philadelphia Union,Adu,Freddy,M,475884.0,594884.0,2011,Eastern
Real Salt Lake,Agorsor,Christopher,F,32604.0,32604.0,2011,Western
Pool,Agudelo,Juan,F,55000.0,85000.0,2011,
Pool,Aiyegbusi,Olukorede,D,42000.0,42000.0,2011,
Vancouver Whitecaps,Akloul,Mouloud,D,150000.0,150000.0,2011,Western
Colorado Rapids,Akpan,Andre,F,48000.0,48000.0,2011,Western
Pool,Albright,Chris,D,100800.0,104133.33,2011,
Portland Timbers,Alexander,Eric,M,46750.0,46750.0,2011,Western
Real Salt Lake,Alexandre,Jean,M,42000.0,42000.0,2011,Western
Portland Timbers,Alhassan,Kalif,M,60000.0,69250.0,2011,Western
Seattle Sounders FC,Alonso,Osvaldo,M,140000.0,140000.0,2011,Western
New England Revolution,Alston,Kevin,D,100000.0,149000.0,2011,Eastern
LA Galaxy,Alvarado,Sean,D,32604.0,32604.0,2011,Western
Real Salt Lake,Alvarez,Arturo,F,192585.0,201922.5,2011,Western
Colorado Rapids,Amarikwa,Quincy,F,42000.0,42000.0,2011,Western
San Jose Earthquakes,Ampaipitakwong,Anthony,M,32600.04,32600.04,2011,Western
Chivas USA,Angel,Juan Pablo,F,1000000.0,1250000.0,2011,Western
Chicago Fire,Anibaba,Jalil,D,42000.0,82000.0,2011,Eastern
Columbus Crew,Anor,Bernardo,M,42000.0,42000.0,2011,Eastern
Real Salt Lake,Araujo Jr.,Paulo,F,42000.0,42000.0,2011,Western
Chivas USA,Arias,Sergio,G,45000.0,45000.0,2011,Western
Colorado Rapids,Armstrong,David,M,42000.0,51464.29,2011,Western
Pool,Arnaud,Davy,M,250000.0,258750.0,2011,
Real Salt Lake,Arnoux,Cody,F,65400.0,71650.0,2011,Western
Houston Dynamo,Ashe,Corey,M,80000.0,84500.0,2011,Western
San Jose Earthquakes,Attakora-Gyan,Nana,D,45000.0,45000.0,2011,Western
Pool,Auvray,Stephane,M,60000.0,80000.0,2011,
Pool,Avila,Eric,M,100000.0,133000.0,2011,
San Jose Earthquakes,Baca,Rafael,M,32600.0,32600.0,2011,Western
Columbus Crew,Balchan,Rich,D,42000.0,58875.0,2011,Eastern
Pool,Ballouchy,Mehdi,M,125625.0,125625.0,2011,
Chicago Fire,Banner,Michael,D,42000.0,42000.0,2011,Eastern
DC United,Barklage,Brandon,M,42000.0,43566.67,2011,Eastern
New England Revolution,Barnes,Darrius,D,60500.0,61750.0,2011,Eastern
Chicago Fire,Barouch,Orr,F,32600.0,32600.0,2011,Eastern
LA Galaxy,Barrett,Chad,F,192000.0,225333.33,2011,Western
Real Salt Lake,Beckerman,Kyle,M,219996.0,231246.0,2011,Western
LA Galaxy,Beckham,David,M,5500000.08,6500000.04,2011,Western
San Jose Earthquakes,Beitashour,Steven,D,42000.0,42000.0,2011,Western
Real Salt Lake,Beltran,Anthony,D,100000.0,135500.0,2011,Western
FC Dallas,Benitez,Jair,D,150000.0,171250.0,2011,Western
LA Galaxy,Berhalter,Gregg,D,96000.0,96000.0,2011,Western
Pool,Besler,Matt,D,58410.0,69660.0,2011,
San Jose Earthquakes,Bingham,David,G,60000.0,99500.0,2011,Western
LA Galaxy,Birchall,Chris,M,144000.0,157125.0,2011,Western
New England Revolution,Boggs,Zak,F,42000.0,42000.0,2011,Eastern
Chicago Fire,Bone,Corben,M,90000.0,151200.0,2011,Eastern
Real Salt Lake,Borchers,Nat,D,159996.0,169058.5,2011,Western
Pool,Borman,Danleigh,M,42000.0,42000.0,2011,
DC United,Boskovic,Branko,M,389166.67,525366.67,2011,Eastern
Seattle Sounders FC,Boss,Terry,G,42000.0,44500.0,2011,Western
Houston Dynamo,Boswell,Bobby,D,210000.0,210000.0,2011,Western
Pool,Bouchiba,Elbekay,M,92004.0,92004.0,2011,
Chivas USA,Bowen,Tristan,F,75000.0,106363.63,2011,Western
Vancouver Whitecaps,Boxall,Michael,D,42000.0,42000.0,2011,Western
Chivas USA,Boyens,Andrew,D,60000.0,60000.0,2011,Western
Chivas USA,Braun,Justin,F,85000.0,87500.0,2011,Western
Portland Timbers,Braun,Frederick,M,32600.04,32600.04,2011,Western
Pool,Bravo,Omar,F,120000.0,170000.0,2011,
DC United,Brettschneider,Blake,F,42000.0,42000.0,2011,Eastern
Vancouver Whitecaps,Brovsky,Jeb,M,42000.0,42000.0,2011,Western
Portland Timbers,Brown,Adin,G,72000.0,76000.0,2011,Western
Houston Dynamo,Bruin,Will,F,80000.0,125000.0,2011,Western
Portland Timbers,Brunner,Eric,D,70000.0,74250.0,2011,Western
Pool,Bunbury,Teal,F,85000.0,183000.0,2011,
DC United,Burch,Marc,D,95000.0,97500.0,2011,Eastern
San Jose Earthquakes,Burling,Bobby,D,42000.0,42000.0,2011,Western
Columbus Crew,Burns,Kevin,M,42000.0,42000.0,2011,Eastern
San Jose Earthquakes,Busch,Jon,G,145000.0,151800.0,2011,Western
Philadelphia Union,Califf,Danny,D,250000.0,250000.0,2011,Eastern
Houston Dynamo,Camargo,Luiz,M,168000.0,178000.0,2011,Western
Houston Dynamo,Cameron,Geoff,M,220000.0,245000.0,2011,Western
Pool,Cann,Adrian,D,123996.0,132746.0,2011,
Vancouver Whitecaps,Cannon,Joe,G,199500.0,209756.25,2011,Western
New England Revolution,Caraglio,Milton,F,54000.0,54000.0,2011,Eastern
LA Galaxy,Cardozo,Paolo,M,42000.0,53250.0,2011,Western
Houston Dynamo,Carr,Calen,F,74813.0,79063.0,2011,Western
Seattle Sounders FC,Carrasco,Servando,M,42000.0,42000.0,2011,Western
Philadelphia Union,Carroll,Brian,M,160000.0,160000.0,2011,Eastern
Colorado Rapids,Casey,Conor,F,400000.0,400000.0,2011,Western
FC Dallas,Castillo,Fabian,F,42000.0,42000.0,2011,Western
Pool,Cesar,Julio,D,210000.0,213750.0,2011,
Colorado Rapids,Ceus,Steward,G,42000.0,42000.0,2011,Western
Portland Timbers,Chabala,Michael,M,67500.0,75833.33,2011,Western
Portland Timbers,Chara,Diego,M,100008.0,143758.0,2011,Western
Chicago Fire,Chaves,Diego,F,45000.0,45000.0,2011,Eastern
FC Dallas,Chavez,Marvin,M,50000.0,50000.0,2011,Western
Chivas USA,Chijindu,Chukwudi,M,42000.0,42000.0,2011,Western
Houston Dynamo,Ching,Brian,F,375000.0,412500.0,2011,Western
Pool,Chirgadze,Giorgi,F,42000.0,42000.0,2011,
Vancouver Whitecaps,Chiumiento,Davide,F,280000.0,280000.0,2011,Western
Houston Dynamo,Clark,Colin,M,93713.0,98713.0,2011,Western
New England Revolution,Cochrane,Ryan,D,70000.0,71666.67,2011,Eastern
Pool,Collin,Aurelien,D,185004.0,191254.0,2011,
Colorado Rapids,Comminges,Miguel,D,42000.0,42000.0,2011,Western
San Jose Earthquakes,Convey,Bobby,M,313500.0,336000.0,2011,Western
Chicago Fire,Conway,Jon,G,70000.0,79833.33,2011,Eastern
Portland Timbers,Cooper,Kenny,F,250000.0,267500.0,2011,Western
Pool,Cordon,Oscar,M,32604.0,32604.0,2011,
New England Revolution,Coria,Franco,D,100000.0,105000.0,2011,Eastern
San Jose Earthquakes,Corrales,Ramiro,M,165000.0,175625.0,2011,Western
Chivas USA,Cortez,Chris,F,32604.0,32604.0,2011,Western
Houston Dynamo,Costly,Carlo,F,335000.04,425583.37,2011,Western
Pool,Coundoul,Bouna,G,178250.0,179500.0,2011,
Chivas USA,Courtois,Laurent,M,60000.0,206000.0,2011,Western
LA Galaxy,Cristman,Adam,F,42000.0,42000.0,2011,Western
DC United,Cronin,Steve,G,72000.0,72000.0,2011,Eastern
San Jose Earthquakes,Cronin,Sam,M,63250.0,111250.0,2011,Western
FC Dallas,Cruz,Daniel,M,90000.0,106250.0,2011,Western
Houston Dynamo,Cruz,Danny,M,80000.0,123000.0,2011,Western
Chicago Fire,Cuesta,Yamith,D,72000.0,82000.0,2011,Eastern
Colorado Rapids,Cummings,Omar,F,80438.0,89188.0,2011,Western
Columbus Crew,Cunningham,Jeffrey,F,140000.0,152500.0,2011,Eastern
Pool,Cyrus,Daneil,D,42000.0,44991.56,2011,
DC United,Da Luz,Austin,M,44000.0,82375.0,2011,Eastern
Philadelphia Union,Daniel,Keon,M,42000.0,46410.0,2011,Eastern
Portland Timbers,Danso,Mamdou,D,75000.0,75000.0,2011,Western
DC United,Davies,Charlie,F,184620.0,244870.0,2011,Eastern
LA Galaxy,Davies,Kyle,D,50004.0,52566.5,2011,Western
Vancouver Whitecaps,Davies,Philippe,M,32600.0,32600.0,2011,Western
Houston Dynamo,Davis,Brad,M,235000.0,278062.5,2011,Western
San Jose Earthquakes,Dawkins,Simon,M,60000.0,60000.0,2011,Western
Pool,de Guzman,Julian,M,1863996.0,1910746.0,2011,
Chivas USA,De La Fuente,Bryan,M,50400.0,52200.0,2011,Western
LA Galaxy,DeLaGarza,AJ,D,55100.0,77600.0,2011,Western
Vancouver Whitecaps,Demerit,Jay,D,300000.0,350000.0,2011,Western
Houston Dynamo,Deric,Tyler,G,42000.0,42000.0,2011,Western
DC United,DeRosario,Dwayne,M,425000.0,493750.0,2011,Eastern
Portland Timbers,Dike,Bright,F,42000.0,44937.5,2011,Western
Pool,Diop,Ibrahim,M,60000.0,64250.0,2011,
Houston Dynamo,Dixon,Alex,M,45000.0,50000.0,2011,Western
LA Galaxy,Donovan,Landon,F,2300000.0,2300000.0,2011,Western
New England Revolution,Dube,Kheli,F,90000.0,99000.0,2011,Eastern
Vancouver Whitecaps,Duckett,Bilal,D,32600.0,32600.0,2011,Western
Chicago Fire,Dufty,Alec,G,32600.04,32600.04,2011,Eastern
Columbus Crew,Duka,Dilaver,M,90000.0,223000.0,2011,Eastern
Pool,Dunfield,Terry,M,65000.0,65000.0,2011,
LA Galaxy,Dunivant,Todd,D,135000.0,141750.0,2011,Western
Colorado Rapids,Earls,Danny,D,32604.0,32604.0,2011,Western
Pool,Eckersley,Richard,D,75000.0,90000.0,2011,
FC Dallas,Edward,Edson,D,42000.0,42000.0,2011,Western
Columbus Crew,Ekpo,Emmanuel,M,200000.0,222250.0,2011,Eastern
Chivas USA,Elliot,Simon,M,75000.0,79000.0,2011,Western
Pool,Ellis,Kevin,D,32604.0,33354.0,2011,
Colorado Rapids,Emory,Steven,M,32604.0,32604.0,2011,Western
Real Salt Lake,Espindola,Fabian,F,75000.0,75000.0,2011,Western
Pool,Espinoza,Roger,M,100000.0,133750.0,2011,
Seattle Sounders FC,Estrada,David,F,32604.0,32604.0,2011,Western
Chivas USA,Estupinan,Victor,F,42000.0,52000.0,2011,Western
Seattle Sounders FC,Evans,Brad,F,121000.0,134750.0,2011,Western
New England Revolution,Fagundez,Diego,F,52500.0,53500.0,2011,Eastern
Philadelphia Union,Farfan,Gabriel,M,42000.0,42000.0,2011,Eastern
Philadelphia Union,Farfan,Michael,M,42000.0,79500.0,2011,Eastern
New England Revolution,Feilhaber,Benny,M,300000.0,346000.0,2011,Eastern
Seattle Sounders FC,Fernandez,Alvaro,M,300000.0,366666.67,2011,Western
Chicago Fire,Ferrari,Gabriel,F,70000.0,70875.0,2011,Eastern
FC Dallas,Ferreira,David,F,600000.0,705000.0,2011,Western
Chivas USA,Flores,Jorge,F,60000.0,61666.67,2011,Western
Colorado Rapids,Folan,Caleb,F,200000.0,203375.0,2011,Western
Seattle Sounders FC,Ford,Joshua,G,32604.0,32604.0,2011,Western
Columbus Crew,Francis,Shaun,D,42000.0,42000.0,2011,Eastern
LA Galaxy,Franklin,Sean,D,97389.0,111139.0,2011,Western
Houston Dynamo,Freeman,Hunter,D,150000.0,160833.33,2011,Western
Pool,Frei,Stefan,G,100000.0,155000.0,2011,
Seattle Sounders FC,Friberg,Erik,M,110000.0,110000.0,2011,Western
Pool,Frings,Torsten,M,699996.0,1113662.67,2011,
Seattle Sounders FC,Fucito,Michael,F,42000.0,42000.0,2011,Western
FC Dallas,Galindo,Maykel,F,50004.0,50004.0,2011,Western
Columbus Crew,Gardner,Joshua,M,49200.0,49200.0,2011,Eastern
Houston Dynamo,Garey,Jason,F,80000.0,81250.0,2011,Western
Chicago Fire,Gargan,Daniel,M,70000.0,70000.0,2011,Eastern
Columbus Crew,Gaven,Eddie,F,209633.0,209633.0,2011,Eastern
Chivas USA,Gavin,Blair,M,55000.0,74000.0,2011,Western
Columbus Crew,Gehrig,Eric,M,32600.04,32600.04,2011,Eastern
Chicago Fire,Gibbs,Cory,D,150000.0,150000.0,2011,Eastern
Real Salt Lake,Gil,Luis,M,90250.0,185333.33,2011,Western
San Jose Earthquakes,Gjertsen,Joey,M,75000.0,83625.0,2011,Western
Portland Timbers,Gleeson,Jake,G,42000.0,44000.0,2011,Western
Pool,Gold,Matt,M,42000.0,42000.0,2011,
Portland Timbers,Goldthwaite,Kevin,D,110000.0,126666.67,2011,Western
LA Galaxy,Gomes,Juninho,M,90000.0,100000.0,2011,Western
FC Dallas,Goncalves,Jackson,D,84000.0,105375.0,2011,Western
LA Galaxy,Gonzalez,Omar,D,120000.0,197000.0,2011,Western
Philadelphia Union,Gonzalez,Juan Diego,D,189000.0,193462.5,2011,Eastern
Real Salt Lake,Gonzalez,Nelson,F,42008.0,42008.0,2011,Western
Seattle Sounders FC,Gonzalez,Leonardo,D,110000.0,110000.0,2011,Western
San Jose Earthquakes,Gordon,Alan,F,96504.0,96504.0,2011,Western
Real Salt Lake,Grabavoy,Ned,M,118125.0,118125.0,2011,Western
Seattle Sounders FC,Graham,Taylor,D,60638.0,60638.0,2011,Western
Chicago Fire,Grazzini,Sebastian,M,48000.0,48000.0,2011,Eastern
Toronto FC,Griffit,Leandre,M,55000.0,55000.0,2011,Eastern
Columbus Crew,Grossman,Cole,M,42000.0,42000.0,2011,Eastern
Columbus Crew,Gruenebaum,Andy,G,65000.0,66666.67,2011,Eastern
FC Dallas,Guarda,Bruno,M,48000.0,63000.0,2011,Western
Chicago Fire,Gulley,Kellen,F,48000.0,62000.0,2011,Eastern
Pool,Guppy,Kevin,G,42000.0,42000.0,2011,
New England Revolution,Guy,Ryan,F,42000.0,42000.0,2011,Eastern
Houston Dynamo,Hainault,Andrew,D,135000.0,148125.0,2011,Western
Houston Dynamo,Hall,Tally,G,85000.0,94375.0,2011,Western
FC Dallas,Hall,Jeremy,M,80000.0,129000.0,2011,Western
DC United,Hamid,Bill,G,55000.0,69750.0,2011,Eastern
Pool,Harden,Ty,D,65000.0,73666.67,2011,
Pool,Harrington,Michael,M,110000.0,136833.33,2011,
Vancouver Whitecaps,Harris,Atiba,F,77590.0,80590.0,2011,Western
FC Dallas,Hartman,Kevin,G,155000.0,175000.0,2011,Western
Vancouver Whitecaps,Harvey,Jordan,D,61875.0,63125.0,2011,Western
Vancouver Whitecaps,Hassli,Eric,F,660000.0,900000.0,2011,Western
Columbus Crew,Heinemann,Tommy,F,42000.0,42000.0,2011,Eastern
LA Galaxy,Hejduk,Frankie,M,96000.0,96000.0,2011,Western
Pool,Henry,Thierry,F,5000000.04,5600000.04,2011,
Pool,Henry,Doneil,D,42000.0,43000.0,2011,
FC Dallas,Hernandez,Daniel,M,160000.0,172500.0,2011,Western
FC Dallas,Hernandez,Moises,D,42000.0,44500.0,2011,Western
San Jose Earthquakes,Hernandez,Jason,D,150000.0,150000.0,2011,Western
Pool,Hertzog,Corey,F,65000.0,93500.0,2011,
Columbus Crew,Hesmer,William,G,152500.0,163500.0,2011,Eastern
Colorado Rapids,Holody,Mike,D,32604.0,32604.0,2011,Western
Portland Timbers,Horst,David,D,42000.0,42000.0,2011,Western
Columbus Crew,Horton,Aaron,F,45000.0,60500.0,2011,Eastern
Pool,Horwath,Alex,G,32604.0,32604.0,2011,
Pool,Hot,Sacir,D,32600.0,33600.0,2011,
Philadelphia Union,Houapeu,Levi,F,32604.0,32604.0,2011,Eastern
Seattle Sounders FC,Hurtado,John Kennedy,D,135000.0,136000.0,2011,Western
Chicago Fire,Husidic,Baggio,M,82500.0,124500.0,2011,Eastern
Seattle Sounders FC,Ianni,Patrick,D,85050.0,85050.0,2011,Western
FC Dallas,Ihemelu,Ugo,D,170000.0,170000.0,2011,Western
Toronto FC,Iro,Andy,D,68596.0,87346.0,2011,Eastern
FC Dallas,Jacobson,Andrew,M,45000.0,45000.0,2011,Western
DC United,Jakovic,Dejan,D,181600.0,201643.0,2011,Eastern
Columbus Crew,James,Julius,D,62794.0,72169.0,2011,Eastern
Vancouver Whitecaps,Janicki,Greg,D,45000.0,45000.0,2011,Western
Colorado Rapids,Janniere,Joshua,M,32604.0,32604.0,2011,Western
Seattle Sounders FC,Jaqua,Nate,F,140004.0,140004.0,2011,Western
Vancouver Whitecaps,Jarju,Mustapha,M,400008.0,426883.0,2011,Western
Chivas USA,Jazic,Ante,D,115000.0,123500.0,2011,Western
Pool,Jeferson,,F,429996.0,484996.0,2011,
Portland Timbers,Jewsbury,Jack,D,155000.0,158166.67,2011,Western
LA Galaxy,Jimenez,Hector,M,32604.0,32604.0,2011,Western
FC Dallas,John,George,D,42000.0,42000.0,2011,Western
Chicago Fire,Johnson,Sean,G,75000.0,108000.0,2011,Eastern
Portland Timbers,Johnson,Eddie,F,80000.0,88000.0,2011,Western
Real Salt Lake,Johnson,Will,F,225000.0,225000.0,2011,Western
Pool,Johnson,Ryan,M,131250.0,131250.0,2011,
Pool,Jones,Mychel,D,42000.0,42000.0,2011,
LA Galaxy,Jordan,Bryan,F,42000.0,42000.0,2011,Western
New England Revolution,Joseph,Shalrie,M,475000.0,500000.0,2011,Eastern
Colorado Rapids,Joyce,Ian,G,70000.0,70000.0,2011,Western
Pool,Kamara,Kei,F,200000.0,202500.0,2011,
Colorado Rapids,Kandji,Macoumba,F,120000.0,147988.37,2011,Western
Pool,Kassel,Matt,M,32600.0,36600.0,2011,
LA Galaxy,Keane,Robbie,F,2917241.4,3417243.15,2011,Western
LA Galaxy,Keat,Daniel,M,42000.0,64500.0,2011,Western
Pool,Keel,Stephen,D,42000.0,42000.0,2011,
Seattle Sounders FC,Keller,Kasey,G,250000.0,250000.0,2011,Western
Pool,Kempin,Jonathan,G,42000.0,49083.33,2011,
Chivas USA,Kennedy,Dan,G,62496.0,62496.0,2011,Western
Vancouver Whitecaps,Khalfan,Nizar,M,60000.0,61250.0,2011,Western
Colorado Rapids,Kimura,Kosuke,D,63525.0,63525.0,2011,Western
DC United,King,Stephen,M,44000.0,46500.0,2011,Eastern
New England Revolution,Kinne,Ryan,F,32604.0,32604.0,2011,Eastern
Chicago Fire,Kinney,Steven,D,42000.0,42000.0,2011,Eastern
LA Galaxy,Kirovski,Jovan,F,84000.0,86000.0,2011,Western
DC United,Kitchen,Perry,D,62750.0,148200.0,2011,Eastern
Vancouver Whitecaps,Knight,Wes,M,50000.0,50000.0,2011,Western
Pool,Kocic,Milos,G,42000.0,42000.0,2011,
Pool,Koevermans,Danny,F,999996.0,1413319.33,2011,
Vancouver Whitecaps,Koffie,Gershon,M,75000.0,79764.38,2011,Western
New England Revolution,Koger,Alan,F,32604.0,32604.0,2011,Eastern
Pool,Konopka,Chris,G,42000.0,42000.0,2011,
DC United,Korb,Chris,D,42000.0,42000.0,2011,Eastern
Pool,Kronberg,Eric,G,62500.0,62500.0,2011,
Colorado Rapids,LaBauex,Ross,M,44000.0,44000.0,2011,Western
Chivas USA,LaBrocca,Nick,M,84700.0,87200.0,2011,Western
Chivas USA,Lahoud,Michael,M,63360.0,72735.0,2011,Western
FC Dallas,Lambo,Josh,G,100000.0,133000.0,2011,Western
Colorado Rapids,Larentowicz,Jeff,D,165000.0,165000.0,2011,Western
Pool,Lassiter,Tyler,D,32604.0,32604.0,2011,
Philadelphia Union,Le Toux,Sebastian,M,155000.0,179000.0,2011,Eastern
Vancouver Whitecaps,Leathers,Jonathan,D,42000.0,42000.0,2011,Western
San Jose Earthquakes,Leitch,Chris,D,106050.0,106050.0,2011,Western
New England Revolution,Lekic,Radivoje,F,275004.0,275004.0,2011,Eastern
San Jose Earthquakes,Lenhart,Steven,F,45000.0,47333.34,2011,Western
Seattle Sounders FC,Levesque,Roger,F,44000.0,44000.0,2011,Western
FC Dallas,Leyva,Bryan,M,55000.0,70833.33,2011,Western
Pool,Lindpere,Joel,M,90000.0,125000.0,2011,
Pool,Lindsay,Nicholas,F,42000.0,43000.0,2011,
New England Revolution,Loewy,Otto,D,42000.0,42000.0,2011,Eastern
Chivas USA,Lopes,David Junior,D,45000.0,45000.0,2011,Western
LA Galaxy,Lopez,Miguel,M,45000.0,45000.0,2011,Western
Portland Timbers,Lopez,Rodrigo,M,32604.0,32604.0,2011,Western
Pool,Lorenz,Scott,D,32604.0,32604.0,2011,
Portland Timbers,Lowry,Peter,F,60000.0,61666.67,2011,Western
FC Dallas,Loyd,Zach,M,52250.0,96875.0,2011,Western
San Jose Earthquakes,Luiz Moreira,Andre,M,72000.0,72000.0,2011,Western
FC Dallas,Luna,Ruben,F,55000.0,79791.67,2011,Western
San Jose Earthquakes,Luzunaris,Matt,F,32604.0,32604.0,2011,Western
Philadelphia Union,MacMath,Zac,G,80000.0,125000.0,2011,Eastern
LA Galaxy,Magee,Mike,F,102850.0,105350.0,2011,Western
Pool,Makubuya,Keith,F,32604.0,32604.0,2011,
New England Revolution,Mansally,Kenny,F,71500.0,79000.0,2011,Eastern
Philadelphia Union,Mapp,Justin,M,175000.0,183333.33,2011,Eastern
Portland Timbers,Marcelin,James,M,65000.0,65000.0,2011,Western
Chicago Fire,Maric,Marko,M,150000.0,200000.0,2011,Eastern
Pool,Marosevic,Peri,F,80000.0,129000.0,2011,
Pool,Marquez,Rafael,D,4600000.0,4600000.0,2011,
Columbus Crew,Marshall,Chad,D,250000.0,320000.0,2011,Eastern
Colorado Rapids,Marshall,Tyrone,D,80000.0,83250.0,2011,Western
Pool,Martina,Javier,F,89460.0,96140.75,2011,
Colorado Rapids,Mastroeni,Pablo,M,240000.0,245000.0,2011,Western
Chivas USA,Mayen,Gerson,M,32604.0,32604.0,2011,Western
LA Galaxy,McBean,Jack,F,55000.0,76000.0,2011,Western
New England Revolution,McCarthy,Stephen,M,42000.0,73250.0,2011,Eastern
Pool,McCarty,Dax,M,155000.0,175000.0,2011,
LA Galaxy,McCarty,Dustin,M,32604.0,32604.0,2011,Western
DC United,McDonald,Brandon,M,45000.0,45000.0,2011,Eastern
Philadelphia Union,McInerney,Jack,F,71250.0,135416.67,2011,Eastern
Real Salt Lake,McKenzie,Rauwshan,D,42000.0,42000.0,2011,Western
San Jose Earthquakes,McLoughlin,Ellis,F,32600.0,32600.0,2011,Western
DC United,McTavish,Devon,M,50000.0,50000.0,2011,Eastern
Real Salt Lake,Melia,Tim,G,42000.0,42000.0,2011,Western
Pool,Mendes,Carlos,D,98175.0,101300.0,2011,
Chivas USA,Mendoza,Francisco,F,55000.0,55000.0,2011,Western
Columbus Crew,Mendoza,Andres,F,500000.0,595000.0,2011,Eastern
Columbus Crew,Meram,Justin,F,42000.0,66375.0,2011,Eastern
Philadelphia Union,Miglioranzi,Stefani,M,130000.0,153125.0,2011,Eastern
Chicago Fire,Mikulic,Josip,D,110000.0,116250.0,2011,Eastern
Pool,Miller,Roy,M,99996.0,99996.0,2011,
Columbus Crew,Miranda,Sebastian,D,110000.0,115000.0,2011,Eastern
Houston Dynamo,Moffat,Adam,M,56700.0,56700.0,2011,Western
Chivas USA,Mondaini,Marcos,F,45000.0,45000.0,2011,Western
Philadelphia Union,Mondragon,Faryd,G,230000.0,396666.67,2011,Eastern
Seattle Sounders FC,Montano,Miguel,F,32604.0,32604.0,2011,Western
Seattle Sounders FC,Montero,Fredy,F,500000.0,656000.0,2011,Western
Colorado Rapids,Moor,Drew,D,159720.0,176908.89,2011,Western
Real Salt Lake,Morales,Javier,M,400000.0,452500.0,2011,Western
Chivas USA,Moreno,Alejandro,F,172000.0,182000.0,2011,Western
Vancouver Whitecaps,Morfaw,Alexandre,M,90000.0,90000.0,2011,Western
Pool,Morgan,Ashtone,D,32604.0,32604.0,2011,
San Jose Earthquakes,Morrow,Justin,D,42000.0,42000.0,2011,Western
DC United,Morsink,Kurt,M,62000.0,63500.0,2011,Eastern
Colorado Rapids,Mullan,Brian,M,190000.0,199312.5,2011,Western
New England Revolution,Murray,Tim,G,42000.0,42000.0,2011,Eastern
Philadelphia Union,Mwanga,Danny,F,120000.0,226250.0,2011,Eastern
Pool,Myers,Chance,M,72000.0,87666.67,2011,
Chivas USA,Nagamura,Paulo,M,225000.0,230500.0,2011,Western
Portland Timbers,Nagbe,Darlington,F,65000.0,201000.0,2011,Western
DC United,Najar,Andy,F,125000.0,155800.0,2011,Eastern
Philadelphia Union,Nakazawa,Kyle,M,44000.0,44000.0,2011,Eastern
Vancouver Whitecaps,Nanchoff,Michael,M,60000.0,95000.0,2011,Western
Colorado Rapids,Nane,Joseph,M,42000.0,42000.0,2011,Western
Houston Dynamo,Navas,Francisco,M,42000.0,46250.0,2011,Western
Chicago Fire,Nazarit,Cristian,F,240000.0,302500.0,2011,Eastern
Seattle Sounders FC,Neagle,Lamar,M,32604.0,32604.0,2011,Western
Houston Dynamo,Newton,Evan,G,32600.0,32600.0,2011,Western
DC United,Ngwenya,Joseph,F,156000.0,156000.0,2011,Eastern
Pool,Nielsen,Jimmy,G,200000.0,241666.67,2011,
Pool,Nielsen,Brian,M,120000.0,120000.0,2011,
Vancouver Whitecaps,Nolly,Jay,G,65000.0,65000.0,2011,Western
Seattle Sounders FC,Noonan,Pat,F,48000.0,48000.0,2011,Western
Chicago Fire,Nyarko,Patrick,F,110000.0,190000.0,2011,Eastern
Colorado Rapids,Nyassi,Sanna,M,42000.0,42000.0,2011,Western
New England Revolution,Nyassi,Sainey,M,80000.0,86750.0,2011,Eastern
Seattle Sounders FC,Ochoa,Sammy,F,42000.0,44500.0,2011,Western
Chicago Fire,Oduro,Dominic,F,95004.0,97004.0,2011,Eastern
Philadelphia Union,Okugo,Amobi,M,85000.0,168000.0,2011,Eastern
Real Salt Lake,Olave,Jamison,D,124992.0,174992.0,2011,Western
Pool,Omphroy,Demitrius,D,42000.0,42000.0,2011,
San Jose Earthquakes,Opara,Ike,D,100000.0,185900.0,2011,Western
Columbus Crew,O'Rourke,Danny,D,121000.0,133500.0,2011,Eastern
Chicago Fire,Paladini,Daniel,M,75000.0,79478.25,2011,Eastern
Colorado Rapids,Palguta,Scott,D,60638.0,60638.0,2011,Western
Portland Timbers,Palmer,Lovel,M,75000.0,86250.0,2011,Western
Chicago Fire,Pantazopoulos,Pari,D,32604.0,32604.0,2011,Eastern
Chicago Fire,Pappa,Marco,M,120000.0,125000.0,2011,Eastern
Chicago Fire,Pardo,Pavel,M,129996.0,159996.0,2011,Eastern
Seattle Sounders FC,Parke,Jeff,D,136500.0,136500.0,2011,Western
Pool,Paulo,Marcos,F,82000.0,82000.0,2011,
Philadelphia Union,Paunovic,Veljko,F,90000.0,90000.0,2011,Eastern
Chicago Fire,Pause,Logan,M,176000.0,184125.0,2011,Eastern
Chivas USA,Pearce,Heath,D,247825.0,257325.0,2011,Western
LA Galaxy,Perk,Brian,G,71250.0,105350.0,2011,Western
Portland Timbers,Perkins,Troy,G,250000.0,280000.0,2011,Western
Portland Timbers,Perlaza,Jorge,F,100000.0,115000.0,2011,Western
San Jose Earthquakes,Peterson,Jacob,F,142500.0,150775.0,2011,Western
Pool,Peterson,Joseph,M,42000.0,42000.0,2011,
Philadelphia Union,Pfeffer,Zach,M,55000.0,65000.0,2011,Eastern
New England Revolution,Phelan,Pat,M,60000.0,60000.0,2011,Eastern
Colorado Rapids,Pickens,Matt,G,155250.0,157750.0,2011,Western
Chicago Fire,Pineda,Victor,M,42000.0,48742.42,2011,Eastern
